LINE,END_WORD
He's got his trust fund saved,saved
Not a worry in his head,head
It's not you homie,homie
I wanna break up the scene and see you running back to me,me
She said she want whatever she like,like
She said she gon' bring her friend,friend
"And we goin' have a hell of a night, through the day, I made her say",say
"Hold up, yeah born in '88 Word",Word
How old is that Man Old enough,enough
I got seniority with the sororities,sororities
"So, that explain why I love college",college
Getting brain in the library cause I love knowledge,knowledge
When you use your medulla oblongata,oblongata
And give me scoliosis until I comatoses,comatoses
"And do it while I'm sleep, yeah a little osmosis",osmosis
And that's my commandment you ain't gotta ask Moses,Moses
"More champagne, more toasts-es",toasts-es
"More damn planes, more coasts-es",coasts-es
"And fuck a bus, the Benz is parked like Rosa",Rosa
It's crazy how you can go from being Joe Blow,Blow
To everybody on your dick; no homo,homo
I bought my whole family whips; no Volvos,Volvos
"Next time I’m in church, please, no photos",photos
"Police escorts, everybody passports",passports
This the life that everybody ask for,for
"This the fast life, we are on a crash course",course
"What you think I rap for, to push a fuckin' Rav 4",4
But I know that if I stay stunting,stunting
All these girls only gonna want one thing,thing
I can spend my whole life goodwill hunting,hunting
Only good gonna come is it's good when I'm cumming,cumming
She got an ass that'll swallow up a G-string,G-string
"And up top, ah, two bee stings",stings
And I'm beasting off the Riesling,Riesling
And my nigga just made it out the precinct,precinct
We give a damn about the drama that your dude bring,bring
I'm just tryin' to change the color on your mood ring,ring
"Reebok, baby, you need to try some new things",things
Have you ever had shoes without shoe strings,strings
"What's that, Ye Baby, these heels",heels
"Is that a May-what Baby, these wheels",wheels
"You trippin' when you ain't sippin', have a refill",refill
"You feeling like you running, huh Now you know how we feel",feel
I'm known for running my mouth,mouth
"I will not be accountable for what comes out, uh",uh
"I dunno, I might have said it",it
I was kinda gone and light-headed,light-headed
"And my jacket kinda fresh, bright red",red
"And as usual, my pants tight-threaded",tight-threaded
It seem like everybody dress tight now,now
And I just want my credit,credit
"Don't get it, twisted, or dreaded",dreaded
I am the king and will not be headed,headed
"To the morgue no time soon, brethren",brethren
Being broke made my head hurt,hurt
So I need the bread or an Excedrin,Excedrin
That'll only get my engine revving,revving
"While y'all on 10, I'm on 11",11
"I'mma make the news, be on at 7",7
"Matter fact, I'm on this very second",second
I'm in first and y'all in second,second
And this verse only add to the freshness,freshness
"Call to the club, tell them add to the guest list",list
What you think Way more bitches,bitches
I can never be too big for my britches,britches
Y'all motherfuckers know who this is,is
I'm gifted,gifted
Merry Christmas,Christmas
Aye aye Dream I'm too good at this,this
"Uhh, uhh, uhh, I can't contain it",it
"No, no, no I can't restrain it",it
There's a lot of stars in here ain't it,it
But you shine so much they don't seem famous,famous
Where'd you come from on this lonely night,night
I swear God must have made lightning strike,strike
And I bottled it up,up
You hit the red carpet and modeled it up,up
We hopped in the 'rari and throttled it up,up
"Now everybody clappin', they bravoed it up",up
All just because it's more than a buzz,buzz
"More than a drink, but I took a few sips",sips
And let it do what it does,does
Now drunk textin',textin
Like its all about you,you
Like I can't spend another minute without you,you
You know the drinks let you say things you ain't allowed to,to
"Things that you fear, but you're way to proud to",to
Say out loud,loud
Cause niggas gonna clown you,you
Put your Blackberry down,down
People is around you,you
I'll put my mack berry down,down
I ain't tryin to hound you,you
Just tryin' to take you where the stars gonna surround you,you
"And Uhmm, maybe ice down you",you
"And Uhmm, maybe white gown you",you
"And Uhmm, maybe we should talk about all this after I pound you",you
"Ha, you know I'm just playin' with you",you
I know a lot of people mad cause they ain't with you,you
Wait is it because we on the moon,moon
Tell 'em to save the hate we'll be home soon,soon
"Ayo, I'm sitting on top of the it's More Than a Feeling, ain't it",it
"I be killing, damn it, I'm ill and I'm ill and ay-ay-ay",ay-ay-ay
"Meet Mr Popular, go get your binoculars",binoculars
And see Penthouse 3 where a nigga be,be
Spitting fire on the PJ in my PJ's,PJs
Fire Marshall said I took it to the max like TJ,TJ
"Y'all ain't peep, I said Marshall's, replay",replay
I guess I'm like the black Marshall meets Jay,Jay
"Meet 'Ye, alligator souffle, got it made",made
Special Ed got head from a girl in special ed,ed
You know the pretty ones in that dumb class,class
But she got that dumb ass,ass
Hit high school and got pregnant dumb fast,fast
"What happened Teesha, your boyfriend come fast",fast
"Turn around, give me pound like we folks",folks
"Hell no, I went raw-dog, three strokes",strokes
"Tell me now, can you make it past your Caspers",Caspers
So we can finally fly off into NASA,NASA
You was always the cheerleader of my dream,dream
That seem to only date the head of football teams,teams
And I was the class clown that always kept you laughing,laughing
We were never meant to be baby we just happened,happened
So please don't mess up the trick,trick
"Hey Young World, I'm the new Slick Rick",Rick
They say I move too quick but we can't let this moment pass us,us
Let the hourglass pass right into ashes,ashes
Let the wind blow the ash right before my glasses,glasses
So I wrote this love letter right before my classes,classes
How could a goddess ask someone that's only average,average
"For advice, OMG, you listen to that bitch",bitch
Woe is me baby this is tragic,tragic
"Cause we had it, we was magic",magic
I was flying now I'm crashing,crashing
"This is Bad, real bad, Michael Jackson",Jackson
"Now I'm mad, real mad, Joe Jackson",Jackson
"You should leave your boyfriend now, I'm gon' ask him",him
What she got is so Niagara,Niagara
Make a young nigga straight need Viagra,Viagra
Make a old nigga give keys to Jaguar,Jaguar
Just to keep from all the tease and laughter,laughter
Her telling her homegirls that he couldn't stay up,up
In the restaurant with her voice way up,up
Please keep it discreet,discreet
Keep the business out of the street,street
She said I would if he'll handle biz up in the sheets,sheets
Pop off like a thang thang,thang
He keep keep,keep
And every time that she bang bang,bang
He skeet skeet,skeet
And he so bullheaded tried to three peat,peat
Try imagining something passionate,passionate
Between you Cassie and Kim Kardashian,Kardashian
Maybe that'll work when you get to hit that ass again,again
Or you can grab a Red Bull and sip that twice,twice
"Now y'all can have sexy time, it's nice",nice
Man this is classic,classic
Call her National Geographic,Geographic
"Her ass is African, but her eyes so Asian",Asian
"Plus the waist and, time's a-wastin'",a-wastin
"This some good pussy, dog please don't waste it",it
"You said Fuck that, man I'm gon' tape it",it
And came before you barely even got the tape in,in
"She had the maid outfit, it's all on her apron",apron
I know a friend who got drunk and claim a fat bitch raped him,him
I feel like it's still niggas that owe me checks,checks
I feel like it's still bitches that owe me sex,sex
I feel like this but niggas don't know he's stressed,stressed
I lost the only girl in the world that know me best,best
"I got the money and the fame, man, that don't mean shit",shit
"I got the Jesus on a chain, man, that don't mean shit",shit
Cause when the Jesus pieces can't bring me peace,peace
"Yo, I need just at least, uh, one of Russell's nieces",nieces
"On, I let my nightmares go",go
I put on everybody that I knew from the 'Go,Go
I know hoes that was frontin' when they knew he was broke,broke
"They say, Damn, Yeezy Yeezy, you don't know us no more",more
"You got that big fame, homie, and you just changed on me",me
"You can ask big homie, man, the top so lonely",lonely
"Ai-ee-ah, so lonely, ai-ee-ah",ai-ee-ah
"Let me see what we have tonight, I'm high as a satellite",satellite
"I see those flashing lights cause every night, every night, I put on",on
This a number one champion sound yeah,yeah
"Yeah, Estelle we about to get down get down",down
Who the hottest in the world right now ha,ha
Just touched down in London town ha,ha
Bet they give me a pound,pound
Tell them put the money in my hand right now yes,yes
Tell the promoter we need more seats,seats
We just sold out all the floor seats,seats
"Who killing them in the UK, everybody going to say you, K",K
"Reluctantly, because most of this press don't fuck wit me",me
"Estelle once said to me, Cool down, down Don't act a fool now, now",now
"I always act a fool oww, oww, ain't nothing new now, now",now
"He crazy, I know what you thinking",thinking
Ribena I know what you're drinking,drinking
"Rap singer, chain blinger",blinger
Holler at the next chick soon as you're blinking,blinking
What's your persona about this Americana rhymer,rhymer
Am I shallow cuz all my clothes designer,designer
"Dressed smart like a London bloke, before he speak his suit bespoke",bespoke
"And you thought he was cute before, look at this pea coat, tell me he's broke",broke
"And I know you ain't into all that, I heard your lyrics I feel your spirit",spirit
But I still talk that CA-A-ASH cause a lot wags want to hear it,it
And I'm feeling like Mike at his Baddest,Baddest
Like The Pips at their gladdest,gladdest
And I know they love it,it
So to hell with all that rubbish,rubbish
"Aye, yo this mutherfucka's jammin', I'm on it it's an anthem",anthem
"Who is that in the Phantom, please no cameras",cameras
They gone have me on Concrete Loop in my pajamas,pajamas
"To hide the goods, I would need pants big as Hammers",Hammers
